Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
40959,1,54,Mechanic,25020.07,1928.005833333333,4,3,10,1,18,12.0,94.75,37.80152426072685,262.0,No,17.06628101073421,22.803105355072173,High_spent_Medium_value_payments,402.9311969675268,Standard
42014,1,30,Doctor,82778.56,7008.213333333332,6,6,30,4,33,12.0,1777.73,36.56331310022525,211.0,Yes,205.1953169427088,201.35499106758223,Low_spent_Small_value_payments,564.2710253230422,Poor
31101,1,36,Doctor,94052.22,4199.465763386277,4,4,13,1,27,15.0,76.99,31.88697530085507,251.0,Yes,39.57533226280032,665.854591653105,Low_spent_Small_value_payments,355.03857608409487,Standard
2500,1,22,Writer,16355.71,1240.9758333333332,9,8,1684,3,59,16.0,1696.82,38.0682266816294,99.0,Yes,24.93505006645188,49.03250389440626,High_spent_Medium_value_payments,300.1300293724752,Poor
40205,1,18,Engineer,15119.56,1209.9633333333334,6,5,29,6,29,18.0,3154.07,32.656222168911604,151.0,Yes,58.21119196609352,106.61966897583746,Low_spent_Large_value_payments,226.1654723914024,Standard
24621,1,15,Teacher,20639.79,4199.465763386277,7,5,15,9,48,16.0,4145.87,33.80774322954451,10.0,Yes,95.62691019376172,192.42739527085945,Low_spent_Small_value_payments,156.14394453537884,Standard
25565,1,36,Doctor,18472.71,1392.3925,10,6,26,4,54,24.0,2031.89,29.292076656702147,233.0,Yes,60.82589002318093,46.94486957673279,High_spent_Medium_value_payments,281.46849040008635,Poor
49735,1,44,Developer,11968.51,1254.3758333333335,1651,4,16,2,22,18.0,685.74,27.67011400238188,297.0,No,18.074485052910767,36.679505318776606,Low_spent_Large_value_payments,340.683592961646,Standard
41491,1,15,Architect,67614.24,5558.52,7,10,17,2,40,22.0,1330.8,33.47077658836079,200.0,Yes,95.0328666702966,191.5452950783409,Low_spent_Small_value_payments,559.2738382513626,Poor
24677,1,35,Accountant,174304.04,14458.336666666668,1,3,12,0,10,7.0,461.16,45.69697528982999,359.0,NM,0.0,411.4090542576839,Low_spent_Large_value_payments,1304.424612408983,Standard
18354,1,43,Doctor,55583.67,4816.9725,6,5,11,2,23,16.0,2019.51,39.9406152466392,202.0,NM,69.73399853680547,148.49889809256624,Low_spent_Medium_value_payments,543.4643533706283,Poor
37688,1,18,Architect,72252.36,6059.03,5,3,12,4,22,17.0,51.39,37.50992952510514,302.0,No,127.15030194941885,580.0378686267111,Low_spent_Medium_value_payments,178.7148294238701,Standard
24834,1,32,Scientist,30399.06,2298.255,5,6,18,4,18,11.0,516.76,26.31384488563205,218.0,Yes,54.5282542011405,171.66174105369694,Low_spent_Small_value_payments,293.6355047451626,Standard
22420,1,41,Lawyer,8365.075,896.0895833333334,6,8,19,5,36,18.0,2758.61,36.025072200454204,52.0,Yes,31.95448983435909,19.513402378799203,High_spent_Large_value_payments,278.1410661201751,Standard
32739,1,42,Developer,19167.04,1479.253333333333,6,6,15,4,30,19.0,1297.12,32.058013812999405,77.0,Yes,44.535451602125065,132.95576068619033,Low_spent_Medium_value_payments,250.434121045018,Poor
19518,1,39,Media_Manager,28169.07,2449.4225,4,4,2,0,11,3.0,460.32,24.82766404521716,313.0,No,0.0,328.6957549814732,Low_spent_Small_value_payments,206.24649501852687,Good
9348,1,18,Musician,29625.82,2559.818333333333,3,4,11,4,27,14.0,1042.61,25.613401422871213,77.0,Yes,92.11623115792368,87.08738932466152,High_spent_Medium_value_payments,326.77821285074816,Standard
20107,1,44,Journalist,14976.45,1495.0375,7,6,16,0,29,20.0,69.51,22.29762931125713,329.0,Yes,0.0,10000.0,Low_spent_Small_value_payments,260.1684446957144,Standard
35734,1,20,Doctor,82454.0,7024.166666666668,6,7,16,6,45,15.0,3085.36,35.748693167344825,47.0,Yes,234.70333948843123,198.0958582486632,Low_spent_Large_value_payments,539.6174689295723,Standard
44835,1,37,other,17164.72,1223.3933333333334,10,6,19,9,34,16.0,4813.02,27.914520458931488,125.0,Yes,99.1263779692473,89.53344586090358,Low_spent_Small_value_payments,223.6795095031825,Poor
33484,1,31,Architect,7526.205,836.18375,8,8,27,9,43,20.0,2526.03,31.872464637770182,15.0,Yes,49.36401454904247,35.06060411568206,Low_spent_Small_value_payments,289.1937563352754,Standard
30738,1,21,Scientist,19653.005,1581.750416666667,3,3,10,4,11,13.0,919.98,29.6903919845331,208.0,No,38.11255604378293,98.3354676874576,Low_spent_Small_value_payments,311.72701793542615,Good
18150,1,18,other,9582.775,750.5645833333333,9,7,16,8,36,20.0,3525.61,29.899288227975827,93.0,Yes,36.17024396841835,26.9822378278894,Low_spent_Small_value_payments,301.90397653702564,Poor
23755,1,41,other,21720.955,2039.0795833333327,0,4,10,2,14,10.0,992.78,28.20549594574916,220.0,No,32.31239992892931,93.0301052063657,Low_spent_Large_value_payments,348.5654531980383,Poor
49281,1,14,Writer,85423.16,7000.596666666667,6,1038,14,2,30,17.0,902.37,29.860259190807493,159.0,Yes,120.14163365552628,735.7679905851445,Low_spent_Small_value_payments,134.1500424259959,Standard
25413,1,28,Teacher,20308.26,1684.3549999999998,6,5,28,6,34,11.0,1967.12,34.289890899563645,111.0,Yes,99.85674076065696,12.716530247025554,High_spent_Large_value_payments,295.8622289923175,Poor
50875,1,20,Lawyer,60889.08,4859.09,10,6,21,9,44,23.0,4198.06,31.257766803115,122.0,Yes,336.8419981494883,122.80151245955604,High_spent_Medium_value_payments,276.26548939095574,Standard
1667,1,37,Media_Manager,13603.41,863.6175000000002,6,39,16,6,25,18.0,45.82,24.18736416414676,233.0,Yes,53.76195802586103,39.8011436635521,Low_spent_Small_value_payments,282.7986483105869,Standard
8416,1,33,Media_Manager,12943.475,1327.6229166666667,5,5,9,6,20,13.0,265.36,35.60992023650228,81.0,Yes,45.09082980503126,85.46638120440824,High_spent_Small_value_payments,262.2050806572272,Standard
15093,1,31,Mechanic,44483.64,3680.97,8,10,17,8,27,16.0,2770.15,34.398981091414086,140.0,Yes,160.25539898346022,85.9954781975532,High_spent_Medium_value_payments,371.8461228189866,Standard
43491,1,32,Manager,7795.54,804.6283333333333,10,6,18,6,59,23.0,1990.69,31.508088201890985,223.0,Yes,29.59967891953896,78.6033529681649,Low_spent_Small_value_payments,252.25980144562945,Poor
16296,1,39,Writer,177243.92,14526.326666666668,4,6,3,3,11,12.0,488.95,35.64407436573256,340.0,NM,284.80419655277166,601.3645781026198,High_spent_Medium_value_payments,816.4638920112752,Standard
31006,1,41,Musician,35518.98,3068.9150000000004,8,6,9,3,12,16.0,1270.18,37.98724863253289,130.0,Yes,84.75534306438306,115.28062443659977,High_spent_Medium_value_payments,356.85553249901733,Standard
44827,1,-500,Media_Manager,16708.07,4199.465763386277,6,9,22,8,55,15.0,2674.89,28.26677947997069,173.0,Yes,76.27367260693785,71.32741103851704,Low_spent_Medium_value_payments,268.3328330212118,Poor
33107,1,19,Journalist,81395.44,6584.953333333334,1,4,10,0,0,4.0,278.8,25.21299532075169,383.0,No,0.0,314.2296836304606,Low_spent_Medium_value_payments,624.2656497028728,Good
1307,1,22,Media_Manager,48780.56,3835.046666666666,450,5,16,0,29,20.0,967.75,25.668930461808337,229.0,Yes,0.0,91.9532003192276,High_spent_Medium_value_payments,541.5514663474391,Standard
11150,1,28,Mechanic,141753.72,4199.465763386277,5,5,13,4,10,14.0,477.41,37.02486785419248,207.0,Yes,385.60118483239233,193.07040744148745,High_spent_Medium_value_payments,830.1094077261201,Standard
9804,1,43,Manager,48608.78,4199.465763386277,5,5,5,2,10,17.0,345.71,23.42847184566057,190.0,Yes,60.10848226180946,425.50470640336965,Low_spent_Medium_value_payments,224.4599780014875,Standard
11825,1,22,Scientist,63206.72,5309.2266666666665,9,8,27,8,38,15.0,4523.88,35.721858414086405,157.0,Yes,231.290193338046,436.2051634395058,Low_spent_Large_value_payments,133.42730988911492,Poor
20243,1,27,Lawyer,63635.12,5476.926666666667,3,4,2,2,12,9.0,122.65,28.845396806261505,293.0,No,57.71606551829998,527.8939944970568,Low_spent_Small_value_payments,252.0826066513099,Standard
24511,1,45,Developer,8779.145,507.59541666666667,10,6,32,7,27,22.0,1636.23,33.14818074176075,95.0,Yes,32.4064284186908,19.33383878808088,Low_spent_Small_value_payments,289.019274459895,Poor
19486,1,34,Developer,16154.8,1443.2333333333331,4,3,8,2,22,16.0,275.06,32.13168789970721,91.0,Yes,24.462194233240623,149.7355471571239,Low_spent_Small_value_payments,260.1255919429688,Standard
8257,1,31,Media_Manager,24726.48,1767.54,4,6,15,49,13,18.0,155.22,32.33413872210813,331.0,No,25.14400588303885,144.9816136308557,Low_spent_Small_value_payments,296.6283804861055,Standard
50646,1,25,Doctor,3950629.0,3413.375,8,9,17,7,21,19.0,2544.85,35.67559323630282,213.0,Yes,204.642111234487,152.38326336443453,Low_spent_Medium_value_payments,264.3121254010785,Poor
31509,1,26,Accountant,13065.87,1359.8225,5,6,13,-100,16,2882.0,1203.17,30.94293512203452,261.0,No,16.03971007504952,179.09013822717304,Low_spent_Small_value_payments,230.85240169777745,Standard
32945,1,17,Journalist,49447.74000000001,4282.645,7,4,9,5,20,15.0,1286.68,37.67402377320543,148.0,Yes,147.00387042501058,342.69434401997864,Low_spent_Large_value_payments,208.56628555501084,Standard
42724,1,23,Teacher,42941.85000000001,3311.487500000001,6,9,26,3,43,19.0,2328.67,36.41530973368519,128.0,NM,97.91556457857914,78.0324294740144,High_spent_Medium_value_payments,405.2007559474065,Poor
37930,1,33,Doctor,37824.65,3208.054166666667,5,2,3,3,6,8.0,69.84,27.49076295063988,327.0,No,67.56184427558624,152.8147064543958,High_spent_Small_value_payments,360.4288659366847,Good
3732,1,53,Musician,66732.58,5845.048333333332,0,2,3,0,9,8.0,244.07,37.04852688128576,226.0,No,0.0,94.00527572159194,High_spent_Medium_value_payments,740.4995576117414,Good
23934,1,16,Musician,61463.94,5309.995,7,8,30,9,45,17.0,1751.87,23.590831179864008,140.0,Yes,427.84507224750985,171.19796863388692,Low_spent_Medium_value_payments,211.9564591186032,Poor
44445,1,22,Doctor,88133.16,7147.43,2,4,6,0,14,3.0,1073.99,30.518016149319223,310.0,No,0.0,243.39692174464855,Low_spent_Small_value_payments,721.3460782553516,Standard
38774,1,40,Manager,27632.92,2312.7433333333333,8,3,9,3,18,12.0,1103.71,24.93186483678743,245.0,NM,44.80729528056923,91.0661787244922,High_spent_Medium_value_payments,345.400859328272,Standard
26162,1,18,Journalist,21846.06,1978.505,2,6,8,-100,6,6.0,284.95,26.00114264952168,215.0,No,22.09594398783332,227.7639658488977,Low_spent_Small_value_payments,237.99059016326896,Good
1748,1,29,Media_Manager,8610.765,888.5637499999998,5,7,5,3,31,11.0,1426.95,26.758373055375145,213.0,Yes,14.965694679620729,74.64007609765288,Low_spent_Small_value_payments,289.25060422272634,Standard
11703,1,27,Engineer,49023.22,4161.268333333333,5,5,13,2,6,12.0,270.2,35.134027233334976,316.0,No,62.741072947922326,133.8262987227399,High_spent_Medium_value_payments,469.5594616626712,Standard
19423,1,42,Developer,104564.64,4199.465763386277,4,7,8,2,16,19.0,100.49,35.95348688721676,296.0,No,112.9312157699492,157.24466803748803,High_spent_Large_value_payments,870.0961161925627,Standard
15266,1,27,Entrepreneur,59751.78,4199.465763386277,7,7,17,4,22,13.0,1485.94,26.177477506409268,185.0,Yes,116.29841702305131,265.27458109776256,High_spent_Small_value_payments,382.8585018791861,Standard
19750,1,19,Architect,20978.49,1853.2075,6,142,20,3,29,7.0,2305.13,33.82108423423413,93.0,Yes,28.45284753399817,63.2724948134418,High_spent_Medium_value_payments,343.59540765256014,Standard
9342,1,44,Doctor,118644.36000000002,10033.03,1,2,9,1,13,2.0,1100.42,30.48116367651288,373.0,No,53.02788627996196,72.62919684742553,High_spent_Large_value_payments,1117.6459168726126,Standard
15681,1,19,other,30029.59,2406.465833333333,1,5,5,4,13,10.0,466.13,38.71269973050872,374.0,No,68.42705998765183,231.80052702938443,Low_spent_Small_value_payments,230.41899631629715,Good
26824,1,36,Doctor,24069.55,4199.465763386277,7,7,20,0,20,17.0,315.97,31.84866889746229,352.0,Yes,0.0,84.66132941434499,Low_spent_Small_value_payments,417.8182539189883,Standard
30856,1,50,Architect,122713.6,10114.133333333331,5,6,14,2,11,12.0,128.33,36.58252606121925,271.0,No,146.26888703519208,183.55533159926804,High_spent_Medium_value_payments,931.5891146988732,Standard
7486,1,42,Architect,41499.21,4199.465763386277,0,5,5,0,-1,7.0,1272.15,26.446411243957588,183.0,No,0.0,83.01950235836833,High_spent_Medium_value_payments,525.2072476416317,Good
43066,1,22,Musician,82840.24,6973.3533333333335,1,6,1,1,6,0.0,360.92,36.321405263186186,221.0,No,56.691938335539206,768.9118214787355,Low_spent_Small_value_payments,161.73157351905866,Poor
17350,1,24,other,24195.37,1946.2808333333328,7,7,19,1,9,16.0,1163.09,30.97128781726693,352.0,Yes,18.06952041224247,244.48714814914877,Low_spent_Small_value_payments,222.07141477194213,Standard
21322,1,20,Scientist,78139.42,6315.618333333333,3,5,1,0,15,-1.0,1116.88,25.0312715821983,368.0,No,0.0,318.3656631989572,Low_spent_Large_value_payments,583.1961701343762,Good
36175,1,17,Entrepreneur,7106.15,592.1791666666667,6,5,29,3,41,21.0,2688.12,28.98688111086064,226.0,Yes,9.575854756288654,27.96300792818748,Low_spent_Small_value_payments,311.6790539821905,Poor
42077,1,38,Doctor,20193.59,1400.799166666667,3,3,8,5,21,12.0,1109.22,29.2914272557744,145.0,Yes,68.09053966676876,84.37314968191215,Low_spent_Large_value_payments,257.61622731798576,Standard
32562,1,31,Writer,62545.59,4199.465763386277,3,6,7,4,27,8.0,1138.71,24.837681891504324,205.0,Yes,174.41631843799283,217.9051928853324,Low_spent_Small_value_payments,370.9917386766748,Standard
12346,1,55,Architect,32011.89,2806.6575,2,6,4,3,17,9.0,1215.09,35.12569635037896,305.0,No,66.35744898663442,114.00839220742488,High_spent_Medium_value_payments,350.2999088059408,Poor
35420,1,33,Journalist,42399.03,3572.2525,7,5,2729,7,6,12.0,2073.54,36.86437197918799,76.0,Yes,196.6894915615451,87.84774567108198,Low_spent_Small_value_payments,312.68801276737287,Poor
14037,1,30,Mechanic,23679.61,2266.300833333333,8,5,15,0,25,20.0,622.58,26.18570089740153,226.0,No,0.0,54.69590076781825,High_spent_Large_value_payments,411.93418256551513,Standard
20821,1,27,Teacher,62139.51,5089.2925,6,10,26,8,59,23.0,2603.85,38.511523905015785,95.0,Yes,342.2290731506656,451.46146966353655,Low_spent_Small_value_payments,5.238707185797921,Poor
7787,1,26,other,62846.31,5393.1925,9,8,20,7,41,20.0,4073.62,39.23837370570365,21.0,Yes,284.98291964752286,335.61855713792687,High_spent_Small_value_payments,178.71777321455016,Standard
25876,1,31,Media_Manager,59438.91,4199.465763386277,6,7,33,9,38,25.0,2259.86,34.025156463021304,109.0,Yes,362.2704969092495,161.19358851835958,Low_spent_Medium_value_payments,265.1601645723909,Poor
37615,1,36,Mechanic,69870.88,6020.573333333334,3,6,7,3,26,20.0,2106.68,39.00043562907632,65.0,Yes,148.70951515669438,196.5733087617897,High_spent_Small_value_payments,516.7745094148494,Standard
50134,1,17,Architect,16521766.0,4199.465763386277,7,9,24,9,48,19.0,2828.24,39.58777330171552,71.0,Yes,346.2966996254188,449.7727314866431,Low_spent_Small_value_payments,132.3099022212715,Standard
13296,1,32,other,74450.88,6139.240000000002,6,4,19,3,5,22.0,640.7,32.765352970275124,235.0,Yes,120.84655218492288,94.60997357889369,High_spent_Large_value_payments,638.4674742361834,Standard
13029,1,4067,Entrepreneur,146866.76,12108.896666666667,4,6,14,3,22,16.0,247.08,30.86677236517745,262.0,No,218.48203558760792,79.41515161800795,High_spent_Large_value_payments,1152.9924794610506,Standard
43239,1,41,Lawyer,20914.44,1800.87,6,7,21,9,51,18.0,2404.87,24.97268660989719,195.0,Yes,124.2176483432618,74.17698411204779,High_spent_Medium_value_payments,231.6923675446904,Standard
37078,1,22,Engineer,18936.55,1723.0458333333331,8,6,25,7,25,18.0,3969.14,27.791211081095447,128.0,Yes,80.84994008361595,64.35300942016605,High_spent_Small_value_payments,287.1016338295514,Standard
5197,1,22,Mechanic,20938.03,1896.835833333333,6,9,23,5,19,16.0,1657.74,39.95056474975475,116.0,NM,56.26113896851847,150.80333592178658,Low_spent_Large_value_payments,252.61910844302827,Poor
19060,1,24,other,21364.2,1728.35,3,3,17,1,6,16.0,1178.6,24.65648224826129,352.0,Yes,9.230471158627523,68.17890064676037,High_spent_Small_value_payments,355.4256281946122,Standard
42713,1,33,Lawyer,96826.96,7933.913333333334,8,5,7,0,13,18.0,1290.07,33.703816504387625,307.0,No,0.0,87.99935763390509,High_spent_Large_value_payments,945.3919756994284,Standard
16223,1,44,Entrepreneur,16808.35,1188.6958333333332,8,6,11,7,8,14.0,1330.72,35.60150024142634,233.0,Yes,64.87719124671851,51.89663465931055,High_spent_Small_value_payments,262.09575742730425,Standard
10674,1,21,Media_Manager,22429497.0,5207.17,7,8,27,-100,61,20.0,4474.29,34.79803788476984,21.0,Yes,156.5961642280904,75.33587832577153,High_spent_Medium_value_payments,538.784957446138,Standard
12977,1,45,Manager,16718.08,1617.1733333333334,8,10,25,5,61,18.0,2931.99,33.20254601680038,99.0,Yes,41.40894222721517,43.98453357052519,Low_spent_Large_value_payments,346.32385753559305,Poor
6131,1,38,Manager,83355.33,7208.2775,6,4,8,2,12,14.0,677.27,34.61785450984732,355.0,NM,75.96957344024112,571.5351445967333,Low_spent_Medium_value_payments,353.3230319630256,Standard
34865,1,43,Media_Manager,19870800.0,4199.465763386277,6,3,14,2,14,20.0,847.88,29.085489157661648,218.0,Yes,10.050598071862217,104.21459407733458,Low_spent_Small_value_payments,257.68639118413654,Standard
33700,1,45,Writer,69577.92,5882.16,5,6,3,3,16,5.0,491.67,25.108178192968005,225.0,No,135.38394696299764,378.00690243340966,Low_spent_Small_value_payments,364.8251506035928,Poor
1423,1,29,Architect,55324.29,4334.3575,9,5,28,8,60,21.0,4270.21,34.68113264683094,91.0,Yes,245.09589182556527,117.26295293169838,High_spent_Medium_value_payments,321.0769052427364,Standard
17276,1,45,Lawyer,42947.49,3470.9575,4,7,15,2,10,20.0,2266.69,39.294142197556354,178.0,Yes,47.93668892947582,40.63344595472546,High_spent_Medium_value_payments,508.5256151157988,Poor
10463,1,16,Scientist,49023.60000000001,3935.300000000001,5,6,28,6,13,12.0,2521.52,28.02562019005504,171.0,Yes,211.70975519526988,353.19997650021986,Low_spent_Small_value_payments,118.62026830451028,Poor
24123,1,37,Entrepreneur,60263.43000000001,5242.9525,10,5,20,5,35,27.0,1400.16,29.73623956705573,117.0,Yes,178.7366155336915,623.1239775296488,Low_spent_Small_value_payments,12.434656936659794,Poor
11797,1,37,Teacher,44036.97,3884.7475,2,3,11,4,15,3.0,992.83,33.61485219639912,347.0,No,82.98637941706055,58.841700227275645,High_spent_Medium_value_payments,496.64667035566384,Standard
44089,1,29,other,14952.03,1445.0025,10,8,22,9,19,28.0,3566.21,33.73248452348972,47.0,Yes,105.58361397265544,127.7619453057892,Low_spent_Small_value_payments,201.15469072155537,Poor
10009,1,-500,Engineer,155726.76,12817.23,2,3,8,0,10,2.0,1170.58,45.136965942200746,359.0,NM,0.0,326.78622026786326,High_spent_Large_value_payments,1194.936779732137,Good
30420,1,46,Entrepreneur,36591.25,3115.270833333333,7,5,5,4,17,10.0,575.21,28.930270054684588,395.0,No,67.41331375213596,34.995224332415255,High_spent_Medium_value_payments,459.1185452487822,Standard
44665,1,50,Media_Manager,47280.76,3713.063333333334,5,3,17,0,8,20.0,1134.41,29.784021276082026,325.0,Yes,0.0,84.3681024676056,High_spent_Medium_value_payments,536.9382308657277,Standard
6977,1,39,Engineer,19910.51,4199.465763386277,9,10,15,5,57,26.0,3957.01,23.330992481438464,67.0,Yes,57.67071368461316,103.26058730790484,Low_spent_Small_value_payments,291.28961567414865,Poor
4561,1,24,Mechanic,11731.585,828.6320833333333,8,3,6,2,15,12.0,289.73,38.51290647077444,223.0,Yes,15.359696785723465,50.78306652152824,High_spent_Small_value_payments,276.7204450260816,Standard
8086,1,25,Architect,113383.13999999998,9321.595,1,4,6,4,4,3.0,82.71,36.1315697905757,207.0,No,376.5597009217432,295.9261533024264,Low_spent_Large_value_payments,529.6736457758304,Good
16033,1,44,Writer,51552.60000000001,4199.465763386277,6,4,18,3,11,13.0,1710.66,24.12756031552581,171.0,Yes,119.8552501084587,326.4845456887716,Low_spent_Small_value_payments,284.9652042027698,Standard
4652,1,47,Entrepreneur,36346.13,3188.8441666666663,8,6,11,3,21,21.0,1252.46,24.713212242921013,259.0,No,89.06155404212532,413.561457882854,Low_spent_Small_value_payments,106.26140474168736,Good
5180,1,35,other,18578.88,4199.465763386277,1,3,1,3,15,11.0,779.49,29.37329765421153,371.0,No,38.98033845741421,38.23192067808554,Low_spent_Medium_value_payments,345.4117408645003,Good
1253,1,15,Media_Manager,68332.08,5618.34,6,5,34,7,27,8.0,1462.7,40.81454048578652,193.0,Yes,206.44457699588344,59.9087353428524,High_spent_Large_value_payments,535.4806876612644,Poor
49237,1,25,Developer,35118.1,3113.508333333333,5,7,6,3,30,13.0,407.74,29.258726217260985,385.0,Yes,45.18912916309637,100.66661581529722,High_spent_Medium_value_payments,415.49508835493975,Standard
12393,1,40,Manager,64057.72,5082.143333333333,2,5,8,1,5,1.0,795.69,34.61015167470506,209.0,No,35.013700520833424,271.9205004319723,Low_spent_Large_value_payments,471.2801323805277,Good
33924,1,32,Lawyer,44390.76,3586.23,4,6,12,6,21,13.0,24.73,33.83213360062469,206.0,NM,14283.0,268.36788187998457,Low_spent_Small_value_payments,226.53079944461064,Standard
16440,1,18,Architect,37807.28,2933.606666666666,1,2,4,2,5,6.0,108.85,25.932346117472225,241.0,No,62.47570431841321,34.044516919641126,High_spent_Medium_value_payments,446.8404454286122,Good
40387,1,19,Manager,59154.04,4719.503333333333,2,5,8,1,23,13.0,1346.13,30.567047102781345,261.0,No,45.35556008608839,496.5715485393266,Low_spent_Small_value_payments,220.02322470791825,Poor
50766,1,28,Musician,41155.22,3264.601666666667,9,10,17,6,35,18.0,3581.79,34.08474413963029,61.0,Yes,182.7397329533504,22.547062683045745,High_spent_Large_value_payments,361.1733710302705,Poor
34494,1,47,Writer,35670.66,3080.5550000000007,0,6,6,0,10,7.0,1324.42,25.975132417964662,344.0,No,0.0,96.12329098472271,High_spent_Medium_value_payments,461.93220901527735,Poor
11700,1,28,Doctor,28128.16,2337.0133333333333,7,7,24,2,29,27.0,2518.51,31.53032439629269,181.0,Yes,36.90754696160968,10000.0,Low_spent_Small_value_payments,242.8356352602631,Poor
26882,1,41,Writer,48144.78,3994.065,7,6,28,6,25,20.0,3150.66,30.45488661735898,83.0,Yes,217.2670402691009,148.26003885982976,High_spent_Medium_value_payments,283.87942087106927,Poor
27135,1,43,Writer,32178.74,2470.561666666667,10,6,21,6,42,8.0,2165.47,38.03027211478653,142.0,NM,99.44574466527511,55.61430200055583,High_spent_Large_value_payments,331.9961200008358,Standard
44738,1,23,Writer,17445.15,1284.7625,7,9,26,3,39,10.0,2362.17,38.91454389717079,215.0,Yes,41.132527392615145,52.18439385123384,High_spent_Small_value_payments,295.159328756151,Poor
24735,1,15,other,61654.84,5175.903333333333,5,7,9,4,29,12.0,741.7,29.22648336648939,152.0,Yes,192.6269519380112,214.29183567411576,High_spent_Medium_value_payments,360.6715457212064,Standard
16950,1,51,Media_Manager,20703.48,1829.29,3,6,2,1,5,9.0,965.09,37.62988789970581,347.0,No,16.25873023144868,143.12724747453962,Low_spent_Small_value_payments,313.5430222940118,Good
5760,1,28,Doctor,8022.255,762.52125,9,10,23,6,57,17.0,3274.12,39.59319759557735,93.0,Yes,39.5093239268165,50.57496246330781,Low_spent_Large_value_payments,256.16783860987573,Poor
12849,1,43,Doctor,36717.63,2872.8025,4,3,19,4,28,11.0,1456.01,28.091152391866547,374.0,Yes,96.66168930786068,193.6140014788591,Low_spent_Large_value_payments,267.0045592132802,Standard
47226,1,21,Mechanic,35469.07,4199.465763386277,4,5,6,0,5,5.0,545.48,29.943502611948013,211.0,No,0.0,168.400840058507,Low_spent_Small_value_payments,415.1747432748263,Standard
45681,1,41,other,19519.57,1893.6308333333327,6,6,19,2,33,16.0,2225.18,38.0718175494072,219.0,Yes,25.760881343449515,191.54864699863415,Low_spent_Small_value_payments,262.0535549912496,Poor
2308,1,19,Architect,35926.76,2802.896666666667,10,7,28,6,30,8.0,1691.59,38.48083365576608,135.0,Yes,168.351363703061,104.041852005496,High_spent_Small_value_payments,267.89645095810977,Standard
35188,1,22,Writer,134150.0,10886.166666666666,4,3,10,2,15,1.0,1295.2,37.81953848454098,188.0,No,201.7341927507147,915.6381596339996,Low_spent_Medium_value_payments,251.2443142819524,Standard
40488,1,3937,Scientist,34204.8,2725.4,10,5,17,6,29,19.0,3285.72,30.79180894198973,15.0,Yes,106.99731417311476,164.41499397021792,Low_spent_Medium_value_payments,281.1276918566673,Poor
37067,1,30,Developer,56131.48,4946.623333333334,0,4,10,4,13,12.0,1235.48,32.26088453069828,291.0,No,141.98653602024288,618.3813070701616,Low_spent_Small_value_payments,24.294490242928987,Poor
18030,1,24,Musician,57439.12,4586.593333333333,4,6,6,4,11,9.0,669.35,35.49357008671732,248.0,No,187.9561101952301,551.5844274496368,Low_spent_Small_value_payments,9.11879568846632,Standard
26218,1,35,Architect,39944.67,4199.465763386277,4,3,7,1,0,2.0,364.95,34.32766935374566,189.0,No,22.37777689428156,10000.0,High_spent_Large_value_payments,471.13466251186594,Good
6746,1,35,Lawyer,32485.42,2451.1183333333333,3,6,7,0,17,15.0,998.9,37.2842463217614,394.0,NM,0.0,37.489157820479456,High_spent_Medium_value_payments,457.62267551285385,Standard
2571,1,15,Writer,70286.6,5718.216666666667,7,10,25,6,18,19.0,1553.07,38.32552415803446,112.0,Yes,205.3424352539566,581.0715283088698,Low_spent_Small_value_payments,75.40770310384039,Standard
25214,1,30,Mechanic,72116.25,5886.6875,4,7,9,2,22,13.0,243.75,25.39561305435821,219.0,No,76.87560725652268,406.2841208508143,Low_spent_Large_value_payments,375.50902189266304,Standard
4901,1,27,Accountant,35823.96,2937.33,6,8,22,5,39,17.0,3029.92,32.493483606531505,110.0,Yes,112.43578465602695,148.5724247284049,Low_spent_Medium_value_payments,312.7247906155682,Poor
26418,1,49,Journalist,140390.32,11888.193333333336,5,2,4,3,8,0.0,1423.23,30.16117256391697,368.0,No,182.16042377680043,788.1522685955099,Low_spent_Medium_value_payments,498.5066409610233,Good
23782,1,27,Lawyer,25198.19,2347.8491666666664,3,6,19,3,29,9.0,1261.93,33.66881112564223,202.0,Yes,48.63721776744497,66.08197676031641,Low_spent_Small_value_payments,370.0657221389053,Standard
17236,1,18,Entrepreneur,81935.42,6867.951666666668,5,4,9,1,5,12.0,625.32,41.25582624885685,254.0,No,66.45771044835497,159.199047813584,High_spent_Large_value_payments,701.1384084047278,Poor
44859,1,17,Lawyer,14675.83,1330.9858333333334,6,3,12,7,27,8.0,1427.56,39.53606447505312,147.0,Yes,84.00410321858612,10000.0,Low_spent_Large_value_payments,251.8688059808158,Standard
44917,1,43,Architect,9197.37,791.4475000000001,8,6,15,2,7,8.0,1306.09,38.92978720598201,226.0,Yes,14.150124571729435,68.90878829690925,Low_spent_Small_value_payments,286.0858371313614,Poor
